407171712463280, 363153037705467, 353967780171198 @ -128, -151, -81
269729137439913, 248583309313707, 272666749250639 @ 55, 26, 25
270357777166223, 506821092648093, 426574947795905 @ 32, -382, -289
275826795507555, 257671822789787, 306324926273288 @ -63, 361, -187
285012671761982, 521652273856721, 216367020466425 @ 32, -377, 108
327965141155649, 178050422463823, 346598709787519 @ 17, 15, -29
271104057789300, 199387239172395, 229082348529192 @ 76, -7, 93
237639276866838, 421292181214357, 238483621512125 @ -48, -69, -64
268609557946865, 417945112890887, 234352501966459 @ 26, -209, 73
460084443910591, 444183291889519, 400893505677911 @ -306, -263, -224
245379946602488, 419420052950156, 246560981116374 @ -172, -8, -189
311593654255928, 231552467174470, 286506183154830 @ 8, 18, 15
259640165565909, 216219162731006, 373577535562947 @ 79, 24, -90
376825234704953, 155953288596591, 340461757659663 @ -21, 15, -13
250701059815145, 381007974543967, 245801016194043 @ -19, 22, -15
307889037742285, 255168611968841, 274256349658287 @ 21, -30, 36
259743178472647, 195862295848667, 385479856860614 @ 33, 321, -287
356184986451331, 470259784254945, 338726147578791 @ -30, -292, -36
544879725653049, 240618134651495, 269806636609235 @ -213, -47, 50
226448920127645, 384358468265112, 302896930125678 @ 111, -120, -97
297191152126465, 204874378856127, 383280058614266 @ -149, 581, -475
238039746567361, 367609679835106, 236093408040181 @ 27, 130, 20
325134771317770, 239144052305622, 444638567349793 @ 6, -22, -160
207437495918169, 362557904124171, 262637210676171 @ 163, -22, -24
188566572519873, 176688051987113, 158590319064474 @ 187, 243, 219
421199238751382, 509889592963725, 313629062398536 @ -150, -353, -27
329474824303769, 137105704471351, 308668584420995 @ 20, 45, 14
384284947399523, 94442398625779, 247151524648919 @ -43, 105, 74
224628872740967, 397608510897879, 304826638045071 @ 110, -115, -172
224802125565602, 401888871179499, 218504785717512 @ 72, 97, 119
261639052395764, 292929865317270, 278546258379453 @ -56, 382, -148
464503384688289, 477737756450951, 527338778199907 @ -296, -321, -430
225304070101391, 36324730187453, 137464093593680 @ 113, 763, 311
391971233533925, 172560926934078, 298633929998754 @ -49, 20, 21
194646872355977, 342529410718314, 226296913665495 @ 179, -56, 90
301831680914049, 286165790187783, 318516958643987 @ 15, -43, -34
229272198230105, 406617091656483, 264313273687395 @ -29, 250, -530
206759346436820, 314394022225212, 216618616528428 @ 152, -24, 109
210109523618201, 252287712315219, 327082928096211 @ 147, 118, -110
359756323365687, 458267774674135, 179671475220083 @ -8, -275, 142
256636215052467, 382174219516492, 22836371057063 @ 57, -144, 482
303600101392345, 304099062287287, 271877170686403 @ -221, 309, -110
192427419113801, 270646375181823, 205521109713267 @ 169, -6, 124
317580015441782, 303321432596532, 160901766712155 @ -16, -54, 190
312210109792613, 308036264286237, 276372788042127 @ -27, -34, 8
274808900596306, 313220586507812, 302025327543365 @ -12, 66, -104
183695853615473, 47549844076063, 245309240110855 @ 167, 153, 76
189960720081275, 156846337036957, 355773594863379 @ 176, 196, -114
315898949803573, 42044780661455, 267046640179187 @ 22, 187, 50
418323980502335, 178070634118737, 292119373352883 @ -70, 6, 30
347391101811593, 215813841268803, 243752174696145 @ -13, -7, 76
38776347800773, 67432306786607, 58776619731659 @ 313, 121, 266
290017976156156, 59611625019226, 197353083885397 @ 50, 172, 128
229601257408320, 129680370628487, 140327485196978 @ 114, 205, 221
220146734490753, 391298290057083, 344611334445703 @ 123, -55, -398
174825913754515, 276681616157484, 157894323921694 @ 201, 8, 203
483401510893445, 357491162194512, 463859876172903 @ -161, -166, -166
245206442460985, 141656245486967, 217620774820323 @ 73, 385, 108
291464705325145, 277556116295287, 297389023917603 @ -9, 55, -45
261983560452785, 360894647865153, 280311392609911 @ 11, -37, -62
238119753223441, 384199740050288, 223297579256688 @ 27, 42, 87
342600534427159, 197167142655207, 329559491968412 @ 9, -19, -5
252758590023093, 359232287922907, 176041820643661 @ 39, -39, 220
313253294659799, 251781593278779, 261074695981700 @ -7, 17, 43
248049581038085, 423970640867607, 261396846241653 @ -55, -147, -153
310310365543019, 281706767922567, 377342034050858 @ -7, -19, -133
274524314300875, 363058350994865, 422526291132292 @ 61, -161, -149
212983922822636, 358147301791551, 244530045292062 @ 172, 405, -89
263592759586169, 439129308139773, 339680624336391 @ 83, -256, -24
233868210908012, 409660495064857, 233230663284208 @ -10, 31, -13
269259823873537, 396788847877277, 259990192662409 @ -33, -114, -25
216345390855161, 383912500300599, 205451058893835 @ 135, -131, 135
286337439756209, 339702196645491, 252072691186197 @ -37, -7, 24
275611813821911, 373676685727101, 212650030133112 @ -187, 119, 145
245406568832581, 362174337037453, 90022762517045 @ 103, -177, 236
338003345512565, 108786412025047, 403159101348503 @ -10, 133, -113
237607008125125, 409880740768920, 194303698368487 @ -9, -28, 290
320517997573421, 219675501957427, 303132532685123 @ 32, -44, 22
190493006619409, 145810007452413, 300903507010435 @ 175, 212, -26
409372170846134, 393434813069206, 367775154646167 @ -196, -176, -150
126706795930865, 185138771407284, 279863075454285 @ 251, 78, 24
259975694120207, 310184989013831, 170094651355847 @ -100, 469, 380
241669096325265, 333749292411567, 208426046916243 @ -116, 878, 228
276541809961373, 227328593043837, 345768644614869 @ 63, -9, -44
317215535236435, 357611609562111, 227448490908701 @ -24, -127, 91
297409993247840, 72133954474177, 293703979805093 @ 38, 175, 16
267425274950468, 178987597651560, 327276547274805 @ 60, 120, -52
225123145589429, 340048662295203, 270745781295801 @ 109, 63, -57
264716260516415, 373685852434491, 193519345153847 @ 86, -193, 128
219211205263007, 383081930275815, 239521924631696 @ 125, 77, -7
183533214122180, 37154332503678, 273932305391058 @ 186, 384, 17
211600294479339, 354700894876755, 262056383423015 @ 154, 47, -44
245726548134265, 396188140159227, 224602979518873 @ 19, -73, 85
296017416223129, 262019476718071, 245168206357635 @ -20, 90, 54
393308924026495, 467372206762237, 509882972456228 @ -131, -297, -331
237149300135070, 357245834641037, 243498444015758 @ 66, 31, 23
262792373213470, 447756982297962, 301066314564528 @ -216, -304, -525
236201706595106, 364333372414073, 200189749005974 @ 98, -117, 139
250325589368367, 340065027343661, 256909487155833 @ 12, 118, -33
322682840322333, 321922443943079, 162465267997475 @ 30, -143, 158
252845275150105, 166109785775702, 254020415404633 @ 67, 250, 40
290539383225193, 485118332097731, 263568173368847 @ 27, -321, 40
314213388853217, 273874838945961, 298815518006850 @ -5, -21, -9
249010320438313, 390481614169435, 243765169904195 @ -17, -12, -10
264546133397077, 347915307439685, 295405452829817 @ -195, 402, -425
287479772707633, 414798176994951, 177572614230027 @ -68, -181, 225
142206521256717, 242389904441473, 65280407690499 @ 225, -12, 294
226068175168529, 422152119716711, 244053383631523 @ 44, -41, -158
239770615926105, 416846132500671, 222985020485767 @ -29, -73, 83
267385178551504, 361873106344791, 203732099641183 @ 72, -163, 122
324949088506511, 219103967683671, 331077336923604 @ -7, 29, -41
242726897402074, 352269867368416, 97011163496955 @ 88, -102, 318
256506861588105, 319883885561847, 277548233971123 @ 82, -103, 29
226382902069970, 184416705088008, 269758215192153 @ 106, 524, -48
301649720323014, 186334340182818, 22452578721493 @ 34, 38, 332
248841817400819, 493995156705969, 184845194231523 @ 62, -376, 182
227803699895655, 360958880352603, 172198482302653 @ 121, -175, 152
246330580009595, 71604038045112, 331445314710153 @ 97, 188, -32
241861496905749, 413048278354139, 254340624153939 @ 22, -126, -54
237008737207956, 395872601195470, 221538466193469 @ 30, -12, 96
253638827421089, 296127490712211, 158251668973779 @ -95, 670, 498
297603380783105, 275137048217571, 302510571012695 @ 11, -7, -22
244153076889227, 389279503840137, 249339330263060 @ -91, 191, -145
258161109760168, 348985357786464, 238697530128240 @ -20, 92, 33
152456636067995, 79288225862379, 237063482792721 @ 206, 155, 83
313609592292443, 195836729561268, 208085299426260 @ -47, 200, 125
264859523645520, 380468739503827, 225735319294618 @ -194, 169, 65
252929779231061, 351140791527735, 284282216420763 @ 82, -131, 12
320818475035442, 126733705515175, 293005764735413 @ 32, 45, 32
271640824188383, 404397875087375, 280225620114867 @ -148, -63, -210
294926613177179, 435792225326613, 421159908513108 @ -43, -245, -353
163601335284041, 69153708744543, 235573806748843 @ 203, 233, 82
323711917742135, 142584270844479, 311897348352861 @ -34, 209, -41
210398743076103, 364131519667754, 41461274599411 @ 165, 82, 886
361669985691089, 276988494443175, 347544013623303 @ -123, 33, -123
228622494255699, 447141518124271, 191028714048703 @ -47, -347, 602
230946320766439, 371732249571627, 233745668476439 @ 60, 131, 28
387047622197732, 263650615046919, 530761078904505 @ -66, -51, -260
204318774492610, 285348414109612, 180353018703128 @ 150, -44, 157
316938644707683, 318395158499001, 441571684647865 @ -116, 50, -451
404386231732889, 435091191164301, 263801046680007 @ -221, -246, 20
214388183865873, 325524779011064, 304333898756005 @ 139, -12, -76
253443075382360, 144662659438177, 166047542561593 @ 70, 255, 196
289819947955942, 327933608612441, 306499816377535 @ -192, 255, -286
348636024502875, 135428003663637, 149678516981253 @ -35, 131, 192
301517904510352, 263200578126125, 173215853076640 @ 48, -81, 149
246737341196903, 405819322564735, 227502077298049 @ -103, 37, 44
237654890585495, 426112750459429, 256419924673156 @ -19, -137, -175
254430014927285, 403866678554647, 232142472062723 @ 32, -155, 70
244272028800102, 414522292160103, 221371725024508 @ -6, -115, 97
350727625829385, 226545920886697, 352114534069073 @ -21, -12, -49
168281220814693, 285093164334117, 41821753037391 @ 193, -64, 324
237224474564528, 401040727498329, 236160314682033 @ 22, -25, 12
230723550294953, 424917873359919, 236273160877675 @ 89, -202, 49
190058048682023, 289491655863888, 260489524234914 @ 185, 34, 25
273027022338905, 435453377172003, 291060457086219 @ -29, -240, -104
323863826623077, 261288486906273, 291093020969518 @ -41, 35, -13
381311469178660, 238264875168207, 343018349522353 @ -42, -43, -28
239959422048956, 413611453698967, 337393091048823 @ 8, -99, -558
390672856277883, 254260210150227, 323211560142793 @ -62, -49, -13
220405422230777, 424143081174633, 261123292479783 @ 115, -132, -188
317814328653385, 237592338375527, 281224961588163 @ 13, -17, 30
372248877968761, 192983238830927, 272094983188123 @ -33, 6, 47
281315993876090, 397199825306607, 213490174830593 @ -106, -91, 128
256373650644817, 360540918952599, 248632791890587 @ 24, -31, 23
275575031534705, 249264387231127, 283113672563803 @ 44, 33, 7
449385877224908, 326078515360436, 524284356662575 @ -286, -50, -446
313536732056795, 386014324064559, 459921162471213 @ -94, -127, -463
213450437840781, 300692433433167, 335613357460107 @ 144, 131, -216
274859796494865, 297125782560275, 254954260763087 @ 21, 22, 35
317873726016779, 246497638238614, 314593121231524 @ 5, -12, -17
195410532618745, 308659034016263, 165820830551043 @ 181, 34, 222
276636406073385, 266538617015367, 211930157612523 @ 69, -73, 111
413449598702423, 247670250781983, 316576712343081 @ -66, -63, 5
303751369571870, 396373289798112, 294544878432753 @ -190, -88, -176
449363367354400, 126776874403421, 281758479642638 @ -114, 75, 37
306959131227953, 483517257215199, 372762778195947 @ -87, -361, -272
234965559228377, 415241411419959, 228112989082755 @ -35, 5, 26
315096640041344, 265031848270326, 175734010646799 @ -138, 232, 226
224931637234775, 426167579929617, 113948071865798 @ 113, -217, 385
255242786323001, 329174345696275, 252480177927766 @ 35, 33, 19
238829928250448, 337419222410424, 304298097895563 @ 62, 90, -178
276542932074572, 337033291374879, 447779154818487 @ -96, 149, -782
224277906155665, 322106728847627, 328044360034623 @ 109, 172, -285
342471593470058, 300168184358787, 318733865717811 @ -132, 41, -106
279397154254970, 343570156775787, 328761990688278 @ 14, -71, -105
237311503150804, 469911741188278, 236430921483672 @ 70, -348, 51
163553711268733, 262718939353865, 314198487467041 @ 223, 43, -56
273246200444207, 382207087452219, 239932772430915 @ -140, 35, 6
405722309789197, 438877185173229, 180226720634049 @ -51, -256, 141
313470221835370, 291331685030307, 212049985689993 @ -74, 65, 120
431219618065897, 132622196749649, 518497804844082 @ -77, 43, -189
452480016925861, 152909739410548, 413444920324842 @ -113, 42, -99
88829548759257, 164111232273937, 114327617757873 @ 259, 16, 207
230233245111083, 418214329529835, 228075143090871 @ 8, -17, 24
304509308039540, 238841592710834, 317459283714085 @ 26, -12, -16
242662932864281, 350618929108887, 251155289406435 @ 17, 166, -41
348524426436457, 314737872125720, 303150209660151 @ -77, -56, -30
425963677808745, 155199322587279, 227691859476209 @ -69, 17, 95
258143591224361, 370459141004643, 458784506326683 @ 27, -73, -518
276015069416403, 351412572800031, 270368426249345 @ -30, -7, -37
345732335893709, 195001246917149, 325093740754435 @ -25, 43, -26
362711363000271, 283081460148089, 264620481268225 @ -111, 7, 28
293862466025198, 319934287436242, 184015179916795 @ -52, 36, 190
300201936571798, 521140877272688, 289783914924793 @ -212, -590, -188
409384133843569, 319271940577303, 279156613846323 @ -162, -71, 12
235905846628205, 279098252472803, 382106263847083 @ 41, 567, -718
377802732051335, 221963240519457, 147348254385723 @ -70, 18, 194
223147935266293, 411221430298519, 224752800223807 @ 70, 117, 49
228409269579218, 444626185420180, 166513325788745 @ 104, -266, 244
151123821599091, 123864886643510, 238126296605255 @ 237, 244, 74
307093987146275, 379714843167696, 266419236444753 @ -159, -56, -48
208049377700500, 221098255631227, 263970672168443 @ 144, 25, 46
303054635830541, 294856337954709, 268680935068161 @ -15, -6, 19
229314585617959, 418862230435258, 267542619146805 @ 33, -56, -312
293669872879595, 367896946991017, 201720949773263 @ 26, -156, 128
255686713031885, 351903932376711, 264378989343327 @ 26, -7, -21
266607574758005, 401000634407851, 219398762340027 @ -154, -18, 108
343627019798124, 246175852136572, 512909523569205 @ -26, -14, -264
292437319488810, 266766846992357, 303356561851098 @ -92, 267, -147
303854432104229, 234294141498451, 294533122458627 @ 20, 10, 6
215546399507603, 116183320507851, 372858484485153 @ 134, 115, -73
248136881680325, 391007587950681, 268382285064291 @ -49, 47, -186
234782346846530, 494355549983967, 247921721741640 @ -34, -779, -171
363192222650684, 221986589921001, 259353636719643 @ -18, -33, 62
276155580985958, 336211596217428, 284858638982773 @ -22, 20, -68
282174699854010, 305188524637692, 261406770410318 @ -8, 38, 13
320511755321145, 244634023349335, 257265475561443 @ 6, -18, 57
66971777104821, 241669016746231, 158787992263555 @ 288, -51, 166
294368676651785, 314665166754177, 228212823323973 @ -45, 35, 84
338828518386317, 142617268061718, 320976106719513 @ -25, 128, -28
319776438858095, 306673384812765, 385908913297893 @ -44, -26, -183
358737002431245, 388182760881127, 258313482452743 @ -99, -171, 40
267323686632791, 370215962843955, 256959554673048 @ -91, 65, -63
231524131093292, 400994267551944, 231873985843329 @ 40, 20, 24
308437363113215, 368126339780840, 293103849593885 @ -259, 60, -212
190786479783439, 466089361087, 305628756672062 @ 193, 741, -91
285594319782029, 139377422186787, 286124291710731 @ 53, 91, 26
304729929268880, 343354040465328, 292686079957347 @ 16, -128, 6
157641242982995, 234477187081287, 143569944431203 @ 194, -43, 182
271635899390446, 401642527313401, 108206266391555 @ 70, -213, 230
268390077989593, 388991475585177, 259268813203737 @ -125, 11, -96
558756189530084, 451743170877306, 472294744774308 @ -322, -272, -233
220980725636071, 407309980480139, 269989001290617 @ 124, -173, -21
377742004992795, 290286641421687, 353930686655128 @ -71, -67, -67
358195621698265, 230164474119143, 317568672131355 @ -29, -17, -9
230545899424788, 422728105615127, 213323684027524 @ 28, -99, 161
283957679948759, 183838154793909, 368886062272691 @ 53, 47, -74
328390183181243, 361677503224065, 266007888635046 @ -31, -141, 35
289605297584183, 215606437887927, 390190548172323 @ 30, 61, -138
