17572,69330,92156
90446,75433,60310
7093,16901,54523
52511,11790,25344
67520,42226,74448
90224,45847,9746
24690,54104,11662
44082,88103,26721
92811,21644,81300
96402,44836,35044
69791,63550,47814
25329,50767,52987
99545,17715,53744
78277,96255,53467
45882,82910,76717
82065,22789,76306
62054,62488,67343
86370,91190,81514
71311,23672,78153
42907,60457,67803
82545,3415,11869
56152,26370,20349
41191,54781,29845
48469,1378,85599
4518,49772,27860
52254,95274,4010
87453,67463,23002
77304,9769,18811
48726,94626,65850
89655,67931,94251
94764,61881,93037
20272,95876,92245
93303,36031,3933
62192,17919,46767
42279,29895,20888
85136,23557,54281
59489,96531,99255
44510,33223,21731
81973,9512,31939
98413,5119,24303
42474,28027,92133
90777,27973,94637
74571,87234,5888
93371,89400,73968
55518,70178,59653
41789,37207,85787
98553,60277,89581
65294,110,46064
32647,52678,83956
35546,70213,55464
39272,7376,89862
88531,72513,68116
70197,34643,62502
38885,48893,60662
90291,75011,89394
17552,61820,17195
25112,15375,20591
27803,6583,84592
42558,65419,35984
96430,73762,14118
34209,29059,65706
19956,45813,95249
57213,18527,76606
30424,63077,25964
65594,18063,47811
37401,88086,69818
71487,46511,48765
99024,98303,96348
63675,24187,6878
63443,17835,10299
54364,95973,72373
24168,39621,94161
41767,20216,19553
71936,60459,37392
38207,47885,59460
28826,81718,18690
10664,43679,20100
97347,10802,66529
6283,92760,41980
1529,85763,47485
93485,75909,9365
81082,74413,66335
14660,41366,11178
9531,46838,92623
63146,9911,70525
55383,16563,67153
94192,7463,27416
8184,97272,749
81460,64680,46471
96424,60805,9377
86585,66303,45414
74133,37542,6571
11710,68457,63626
8944,4005,99015
63670,93041,65409
35354,68195,22192
98680,52695,97543
66164,42503,14206
5294,90950,60938
88742,95880,14226
52342,68802,1234
71000,45495,91655
36210,56940,4694
35440,29286,15528
59408,73999,66579
82402,88019,18557
62282,7743,57110
41694,15730,21186
68555,86798,68713
48642,24929,83062
90644,15263,50815
57583,93532,91983
22916,9189,83410
46534,67177,56766
55233,14777,86648
23257,19987,35
31903,66659,46711
60880,17174,24764
9726,50227,3227
30452,49006,97747
3378,60831,96388
75337,46089,63997
54237,81936,27787
21322,68935,24279
77626,36938,46852
37672,4190,37082
63496,83495,7720
24335,10805,14592
83442,81312,76700
16914,57700,97231
14315,5721,42437
92968,14941,81205
51724,15993,73607
74803,40458,38016
24178,50690,27398
13813,12341,63311
87003,99502,80511
21459,4901,9421
14393,21750,15647
40604,73031,2687
87147,67814,14266
37356,99620,16167
77361,44591,37487
35762,81560,10798
76542,17735,808
97143,95928,14836
33823,68236,72078
24637,78182,41366
50132,98923,55505
81878,25304,99462
11149,85957,73143
95412,9871,12118
22161,10063,73305
75971,76312,69698
5401,77413,37634
82216,48275,17409
2866,1158,18539
4264,72129,87187
28684,81834,5298
15429,80640,8924
43038,46616,80203
18524,8031,62587
8505,14982,58579
93554,66710,68122
55724,43748,95125
16467,57741,62893
40149,41453,87168
49645,80101,54838
47515,97080,21816
99845,54870,63896
87612,90048,6614
43682,40565,49258
31238,953,53953
10795,53446,90257
47815,39435,3700
94146,66316,47140
95408,28942,99274
41508,63148,22779
99849,19896,86355
68242,78935,62689
32759,68841,70978
85443,19662,12788
42146,45056,67552
23774,21554,12149
75353,13107,71502
86991,78997,23555
46979,71765,20406
3471,76449,18263
79248,42851,31517
78214,74671,38607
61915,60038,19144
31117,80843,16559
59050,17348,21454
68399,50769,28084
18091,31975,99412
75929,32576,23688
97337,53013,22400
99819,72171,99102
55633,6464,84480
83807,41725,41230
88597,93546,69872
99419,10873,85353
30443,93093,96094
48757,69907,88628
2420,94992,77131
23758,79468,93592
76670,1008,73739
81752,72353,43369
64892,46222,27970
67795,29362,93362
28866,30880,52013
85403,52924,22237
98895,93026,7412
88533,25513,41811
1833,23798,15329
66577,20106,39025
26452,19551,98457
50890,13730,49839
80359,550,95848
10074,5224,19478
48778,85917,43451
10623,38215,53356
43489,65828,3889
72615,34997,20790
91108,34515,90864
78317,92118,1270
96002,51258,28321
77966,85410,75352
29631,20072,82566
77006,68905,15781
2634,4341,96172
77270,45992,15055
12020,62047,35334
80071,83826,12669
84694,96367,68441
20894,98630,89982
75261,69412,3228
35235,13610,92197
2938,68452,85763
92332,35652,54024
44176,16109,86165
82635,49509,63952
90617,81806,80311
15148,73099,78280
29883,4759,53714
21662,19379,50976
34684,5569,86049
30451,39042,73339
13096,11829,52861
82219,33601,15638
16359,5484,9949
86182,57638,53927
95744,60765,52835
94771,77343,58378
92221,80674,53346
97126,99096,88081
93897,82746,79335
11516,67074,93326
18146,98207,81244
54176,7279,10170
62952,45891,2678
13651,26879,95158
27756,59062,43824
46528,51436,88662
34810,21977,59242
432,13557,19048
78456,80996,29165
36032,19379,69681
78227,10064,10400
21696,27407,10225
67822,38393,19142
99343,86665,33790
94447,4847,27019
12214,16185,68020
14538,64899,86683
52624,62513,22314
36850,25884,47377
62522,95874,98362
46694,8179,96216
52578,47690,182
6796,65041,302
14221,36226,51754
68907,57610,89685
45288,4536,13008
68780,52131,39764
68814,58817,84824
3284,23877,76523
14850,63439,78118
41860,32768,69758
17291,67594,22666
49932,86184,21218
82616,94745,82473
36208,33251,84619
25530,28161,17284
64715,88723,89616
76213,98573,78200
93314,1731,37185
89254,63815,61473
46898,37033,82958
37536,88031,461
65304,45217,20213
16328,79574,5182
826,39279,44279
68902,11389,37782
97235,71881,91857
16579,25810,46637
34725,53175,57662
35435,16105,65517
99899,26771,47989
16561,91155,7923
79241,30361,98743
94616,59079,85617
68129,16965,88678
53484,70068,14982
8558,14339,11587
16806,12635,76084
89151,35548,6879
97379,88628,56697
80446,11621,38900
85115,70885,40135
29984,49815,49562
60044,27340,4356
47963,58054,80542
22403,85111,5624
4915,40947,38247
53669,40992,99851
46455,81483,90195
25831,25346,80500
20930,4143,51791
89918,11910,22810
4291,79246,87196
95346,96672,39167
27643,9845,51746
63571,57664,88812
35205,94489,85149
7113,18022,40320
60380,19226,93725
44267,50861,14271
32977,72130,50663
2902,75935,50263
42040,57368,8674
29195,54697,70465
35715,85295,63936
74432,90469,31305
87102,3507,39301
61256,71396,88030
55194,51328,72149
10844,12004,15765
45545,22926,80183
36939,83498,22707
66331,56679,476
27495,10145,8661
5746,64456,38140
60288,12357,48621
95366,15386,81206
93887,91570,12767
11461,50753,62573
30037,59822,20755
68692,44112,41192
17643,25441,97909
6618,53548,3769
50969,33109,19418
51418,33442,1755
88540,12489,42917
19860,2882,70872
36859,73012,13795
23713,57025,47287
59545,5444,49693
5542,43258,41084
41950,20582,11570
52142,1300,92790
50823,70032,46724
12026,2342,13691
23790,59595,28771
51322,85847,2954
31009,14577,95700
75617,50573,49028
36759,90066,89895
31796,85786,30120
26744,38205,88375
59397,86509,99457
7437,57573,4209
25479,98,19974
57694,17237,61538
87618,74655,14434
49528,93638,12514
4043,41017,42675
25332,96875,44130
77479,72570,90388
93788,21747,87002
10935,47147,31014
13710,35553,92555
90000,8073,57450
21323,91482,51460
88973,39644,40237
11311,7206,25320
87543,54035,89222
42991,4585,70200
63296,7183,4178
11377,8467,35431
72590,75620,65305
26834,49722,36460
5474,73586,15328
50379,34930,5261
89763,25968,46066
44958,24236,9064
66315,41938,41996
48088,53733,58610
63991,71165,89076
90768,32201,51862
42189,73095,70689
83868,76880,75961
3929,27178,64840
72744,15113,99257
10674,27163,24419
55629,18669,68178
21145,63580,57690
35992,64400,63462
72312,50719,68447
84005,95559,45495
56726,8955,75029
40611,90660,80339
12262,74084,16466
22789,92004,80230
75594,14131,71587
70045,20588,2579
32031,60639,76265
60526,9271,57574
54111,77691,49858
28291,87234,12051
56662,70438,85688
95540,50369,27477
39143,85914,17678
73835,98018,55897
17847,9810,24515
81336,47445,24524
87562,87728,10455
70380,79564,72313
44710,49851,14569
71184,23348,15012
66829,48800,84473
80440,72881,63263
66669,23883,29477
94196,10793,8116
11989,1396,68455
68784,30609,97387
53051,91878,16518
4448,23134,79526
87626,39577,51416
51251,8722,78208
70236,51948,89060
56865,7335,21892
17360,81458,59362
81697,85455,62635
15865,65188,65114
30136,14945,8601
32124,15143,11693
74300,91508,63006
4913,92165,75211
12174,67117,84036
87411,98424,92837
23392,67529,38243
86128,31605,92433
20776,3419,95949
29726,59545,86707
10794,67510,19016
61563,93207,24101
72958,78142,31074
67090,88998,15289
55521,2321,14010
99505,34894,2682
24169,43649,10389
16353,34342,24835
71243,20716,29570
30367,27912,76935
75284,88059,76368
58059,20651,83767
17292,58465,86655
32025,42098,27097
29178,97367,91670
27911,6824,52615
46700,17740,89264
85143,3209,22030
63474,8230,42694
10462,20104,11043
13563,54309,11573
15016,48601,53524
36564,93220,72360
86152,74458,76488
17757,76918,27816
90434,8529,40982
23839,92971,54514
7206,27478,65549
1137,1261,62621
32947,19744,99852
64855,77436,88306
94915,73486,81353
4747,11232,43620
87044,80281,47307
35612,40871,55535
91157,41606,76014
65867,47599,92170
51406,97885,88626
63412,66913,40253
54323,72007,10285
47643,28387,6103
3043,36581,43862
34026,17532,92719
13690,87776,75287
72334,80666,44453
36697,48039,38080
30097,90032,49835
39215,94962,6003
51355,99410,24120
43074,14409,28679
11532,36417,64053
15768,79731,3764
36958,43660,97535
88279,51667,17416
66917,44217,67015
84262,75791,2842
36986,45927,18864
14202,26003,73010
85622,82628,8528
69338,78952,21301
58440,34883,24611
72329,5593,93373
39931,35092,44795
84808,67750,36148
73092,43799,30691
61144,78205,57316
92903,62415,29442
5626,16322,98279
33946,68971,90795
51755,19026,31120
90504,889,15329
25823,40210,61211
27099,70522,55802
16983,42594,75296
84620,83462,19457
36839,7032,62228
62423,54781,55180
37646,31795,89260
55667,20390,94851
7645,46815,36274
74427,8505,59085
31389,1623,21470
69099,71350,36843
41791,47493,39650
55480,93008,61668
32032,73597,15165
73474,27404,13380
39722,85097,26044
28081,46533,44382
50342,48304,58667
72519,27542,3985
44047,36148,26289
74126,80137,54669
15231,25588,41365
28605,1494,5878
75630,51618,96294
37485,3841,47049
33688,33829,57556
58164,34036,81960
37830,42507,86241
53928,51578,36645
10134,57955,49073
94061,23550,89447
31514,70879,56023
9391,25526,70597
34187,59085,81496
28035,82167,12620
64996,46447,85449
95313,90359,21383
25682,30556,93413
89213,66224,57288
97563,77473,93161
48095,76441,14756
73733,47270,91543
41463,76960,92214
94257,18034,32991
61594,12076,77283
76441,71624,35799
41258,90219,88310
36138,95198,82952
46004,47063,41618
73326,96053,26257
71536,71670,56257
55774,93657,32417
87761,40735,92801
54174,14163,84585
99885,45202,98897
74102,9570,97680
91713,99338,8669
49190,19755,42351
79193,2175,66956
44973,57000,17700
5881,29153,70320
4707,99957,1891
87385,36260,87810
71024,40167,57766
75064,52250,28582
71777,17329,32634
82335,97181,91726
6141,21833,31624
77751,28730,90432
92298,11487,16634
16340,99410,91120
85432,50740,18549
63942,47068,77411
36267,12182,18218
67664,42565,35814
26481,11593,24908
86207,41237,20555
62233,99279,53744
11045,94265,29915
6213,91469,78675
51534,40347,9077
67246,22268,77544
53439,42208,4614
95900,497,39361
40325,7494,94702
5773,21697,37868
48901,23943,87922
9578,13791,33646
23431,12561,35305
83747,14519,30661
21919,93235,3117
80835,92000,20675
60735,99770,60027
69091,41599,92502
59968,56603,88357
95091,43829,87442
84789,24688,46565
71638,32405,17131
77698,80698,78072
26318,1698,39996
20727,68247,58791
53092,61353,93383
75327,18305,42666
16621,26472,30992
16068,97826,66903
96273,12457,66131
98953,94414,21213
6601,28209,15474
